"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"wingull","319","surf","","","30","10","30"
"wingull","319","surf","","","5","15","25"
"wingull","319","walk","","","4","26","26"
"wingull","319","walk","","","4","27","27"
"wingull","319","walk","","","1","28","28"
"wingull","320","surf","","","30","10","30"
"wingull","320","surf","","","5","15","25"
"wingull","321","surf","","","30","10","30"
"wingull","321","surf","","","5","15","25"
"wingull","321","walk","","","4","26","26"
"wingull","321","walk","","","4","27","27"
"wingull","321","walk","","","1","28","28"
"wingull","322","surf","","","30","10","30"
"wingull","322","surf","","","5","15","25"
"wingull","324","surf","","","30","10","30"
"wingull","324","surf","","","5","15","25"
"wingull","325","surf","","","30","10","30"
"wingull","325","surf","","","5","15","25"
"wingull","327","surf","","","30","10","30"
"wingull","327","surf","","","5","15","25"
"wingull","328","surf","","","30","10","30"
"wingull","328","surf","","","5","15","25"
"wingull","329","surf","","","30","10","30"
"wingull","329","surf","","","5","15","25"
"wingull","330","surf","","","30","10","30"
"wingull","330","surf","","","5","15","25"
"wingull","331","surf","","","30","10","30"
"wingull","331","surf","","","5","15","25"
"wingull","332","surf","","","30","10","30"
"wingull","332","surf","","","5","15","25"
"wingull","333","surf","","","30","10","30"
"wingull","333","surf","","","5","15","25"
"wingull","334","surf","","","30","10","30"
"wingull","334","surf","","","5","15","25"
"wingull","341","surf","","","30","10","30"
"wingull","341","surf","","","5","15","25"
"wingull","342","surf","","","30","10","30"
"wingull","342","surf","","","5","15","25"
"pelipper","371","surf","","","4","20","40"
"pelipper","371","surf","","","1","20","40"
"pelipper","374","surf","","","4","20","40"
"pelipper","374","surf","","","1","20","40"
"pelipper","375","surf","","","30","35","45"
"pelipper","376","surf","","","60","35","40"
"pelipper","376","surf","","","5","40","45"
"pelipper","379","surf","","","4","20","40"
"pelipper","379","surf","","","1","20","40"
"pelipper","381","surf","","","4","20","40"
"pelipper","381","surf","","","1","20","40"
"pelipper","450","surf","","","4","20","40"
"pelipper","450","surf","","","1","20","40"
"pelipper","479","surf","","","4","20","40"
"pelipper","479","surf","","","1","20","40"
"pelipper","496","surf","","","4","20","40"
"pelipper","496","surf","","","1","20","40"
"pelipper","501","surf","","","4","20","40"
"pelipper","501","surf","","","1","20","40"
"pelipper","502","surf","","","4","20","40"
"pelipper","502","surf","","","1","20","40"
"pelipper","503","surf","","","4","20","40"
"pelipper","503","surf","","","1","20","40"
"pelipper","504","surf","","","4","20","40"
"pelipper","504","surf","","","1","20","40"
"pelipper","505","surf","","","60","40","50"
"pelipper","505","surf","","","5","45","55"
"pelipper","509","surf","","","30","45","55"
"pelipper","513","surf","","","4","20","40"
"pelipper","513","surf","","","1","20","40"
"pelipper","514","surf","","","30","35","45"
"pelipper","515","surf","","","60","40","55"
"pelipper","516","surf","","","60","40","55"
"pelipper","251","surf","","","4","25","30"
"pelipper","251","surf","","","1","25","30"
"pelipper","253","surf","","","4","25","30"
"pelipper","253","surf","","","1","25","30"
"pelipper","255","surf","","","4","25","30"
"pelipper","255","surf","","","1","25","30"
"pelipper","258","surf","","","4","25","30"
"pelipper","258","surf","","","1","25","30"
"pelipper","300","surf","","","4","25","30"
"pelipper","300","surf","","","1","25","30"
"pelipper","301","surf","","","4","25","30"
"pelipper","301","surf","","","1","25","30"
"pelipper","302","surf","","","4","25","30"
"pelipper","302","surf","","","1","25","30"
"pelipper","303","surf","","","4","25","30"
"pelipper","303","surf","","","1","25","30"
"pelipper","304","surf","","","4","25","30"
"pelipper","304","surf","","","1","25","30"
"pelipper","305","surf","","","4","25","30"
"pelipper","305","surf","","","1","25","30"
"pelipper","306","surf","","","4","25","30"
"pelipper","306","surf","","","1","25","30"
"pelipper","307","surf","","","4","25","30"
"pelipper","307","surf","","","1","25","30"
"pelipper","312","surf","","","4","25","30"
"pelipper","312","surf","","","1","25","30"
"pelipper","315","surf","","","4","25","30"
"pelipper","315","surf","","","1","25","30"
"pelipper","316","surf","","","4","25","30"
"pelipper","316","surf","","","1","25","30"
"pelipper","319","surf","","","4","25","30"
"pelipper","319","surf","","","1","25","30"
"pelipper","320","surf","","","4","25","30"
"pelipper","320","surf","","","1","25","30"
"pelipper","321","surf","","","4","25","30"
"pelipper","321","surf","","","1","25","30"
"pelipper","322","surf","","","4","25","30"
"pelipper","322","surf","","","1","25","30"
"pelipper","324","surf","","","4","25","30"
"pelipper","324","surf","","","1","25","30"
"pelipper","325","surf","","","4","25","30"
"pelipper","325","surf","","","1","25","30"
"pelipper","327","surf","","","4","25","30"
"pelipper","327","surf","","","1","25","30"
"pelipper","328","surf","","","4","25","30"
"pelipper","328","surf","","","1","25","30"
"pelipper","329","surf","","","4","25","30"
"pelipper","330","surf","","","4","25","30"
"pelipper","330","surf","","","1","25","30"
"pelipper","331","surf","","","4","25","30"
"pelipper","331","surf","","","1","25","30"
"pelipper","332","surf","","","4","25","30"
"pelipper","332","surf","","","1","25","30"
"pelipper","333","surf","","","4","25","30"
"pelipper","333","surf","","","1","25","30"
"pelipper","334","surf","","","4","25","30"
"pelipper","334","surf","","","1","25","30"
"pelipper","341","surf","","","4","25","30"
"pelipper","341","surf","","","1","25","30"
"pelipper","342","surf","","","4","25","30"
"pelipper","342","surf","","","1","25","30"
"ralts","476","walk","radar","on ","10","4","4"
"ralts","476","walk","radar","on ","10","5","5"
"ralts","476","walk","radar","on ","1","6","6"
"ralts","477","walk","radar","on ","10","4","4"
"ralts","477","walk","radar","on ","10","4","4"
"ralts","477","walk","radar","on ","1","6","6"
"ralts","483","walk","","","10","17","17"
"ralts","483","walk","","","5","18","18"
"ralts","484","walk","time","morning ","10","17","17"
"ralts","484","walk","time","day ","10","17","17"
"ralts","484","walk","","","5","18","18"
"ralts","484","walk","item","snow mail","4","19","19"
"ralts","484","walk","item","blue apricorn","4","19","19"
"ralts","484","walk","item","big root","4","19","19"
"ralts","484","walk","item","tiny mushroom","4","19","19"
"ralts","484","walk","item","everstone","4","19","19"
"ralts","484","walk","radar","off ","1","19","19"
"ralts","494","walk","time","day ","10","22","22"
"ralts","187","walk","weather","snow","20","10","10"
"ralts","187","walk","weather","sunny","20","11","11"
"ralts","299","walk","","","4","4","4"
"kirlia","476","walk","radar","on ","1","6","6"
"kirlia","477","walk","radar","on ","1","6","6"
"kirlia","484","walk","radar","on ","10","18","18"
"kirlia","484","walk","radar","on ","10","19","19"
"kirlia","484","walk","radar","on ","1","19","19"
"kirlia","484","walk","radar","on ","1","19","19"
"kirlia","494","walk","time","morning ","10","22","22"
"kirlia","494","walk","","","5","24","24"
"kirlia","494","walk","","","5","24","24"
"surskit","466","walk","weather","cloudy","20","2","2"
"surskit","466","walk","weather","snow","20","2","2"
"surskit","467","walk","weather","sunny","20","2","2"
"surskit","467","walk","weather","snow","20","2","2"
"surskit","509","surf","","","60","35","45"
"surskit","509","surf","","","30","35","45"
"surskit","509","surf","","","5","35","45"
"surskit","299","surf","","","1","20","30"
"surskit","299","walk","","","1","3","3"
"surskit","308","surf","","","1","20","30"
"surskit","311","surf","","","1","20","30"
"surskit","311","walk","","","1","15","15"
"surskit","314","surf","","","1","20","30"
"surskit","314","walk","","","1","13","13"
"surskit","318","surf","","","1","20","30"
"surskit","318","walk","","","1","25","25"
"masquerain","509","surf","","","4","35","55"
"masquerain","509","surf","","","1","35","55"
"shroomish","268","walk","","","10","5","5"
"shroomish","268","walk","","","5","6","6"
"slakoth","380","walk","weather","sunny","20","10","10"
"slakoth","380","walk","weather","rain","20","10","10"
"slakoth","268","walk","","","4","5","5"
"slakoth","268","walk","","","1","6","6"
"nincada","380","walk","radar","on ","10","10","10"
"nincada","380","walk","radar","on ","10","11","11"
"nincada","380","walk","radar","on ","1","12","12"
"nincada","380","walk","radar","on ","1","12","12"
"nincada","313","walk","","","10","6","6"
"nincada","313","walk","","","10","7","7"
"whismur","183","walk","radio","hoenn ","10","2","2"
"whismur","183","walk","radio","hoenn ","10","3","3"
"whismur","184","walk","radio","hoenn ","10","3","3"
"whismur","184","walk","radio","hoenn ","10","4","4"
"whismur","185","walk","radio","hoenn ","10","6","6"
"whismur","185","walk","radio","hoenn ","10","4","4"
"whismur","204","walk","radio","hoenn ","10","20","20"
"whismur","204","walk","radio","hoenn ","10","22","22"
"whismur","187","walk","radio","hoenn ","10","10","10"
"whismur","187","walk","radio","hoenn ","10","11","11"
"whismur","188","walk","radio","hoenn ","10","12","12"
"whismur","188","walk","radio","hoenn ","10","12","12"
"whismur","195","walk","radio","hoenn ","10","15","15"
"whismur","195","walk","radio","hoenn ","10","13","13"
"whismur","196","walk","radio","hoenn ","10","15","15"
"whismur","196","walk","radio","hoenn ","10","15","15"
"whismur","197","walk","radio","hoenn ","10","23","23"
"whismur","197","walk","radio","hoenn ","10","22","22"
"whismur","198","walk","radio","hoenn ","10","23","23"
"whismur","198","walk","radio","hoenn ","10","23","23"
"whismur","200","walk","radio","hoenn ","10","34","34"
"whismur","200","walk","radio","hoenn ","10","33","33"
"whismur","174","walk","radio","hoenn ","10","41","41"
"whismur","174","walk","radio","hoenn ","10","42","42"
"whismur","34","walk","radio","hoenn ","10","28","28"
"whismur","34","walk","radio","hoenn ","10","28","28"
"whismur","35","walk","radio","hoenn ","10","28","28"
"whismur","35","walk","radio","hoenn ","10","28","28"
"whismur","36","walk","radio","hoenn ","10","39","39"
"whismur","36","walk","radio","hoenn ","10","40","40"
"whismur","39","walk","radio","hoenn ","10","5","5"
"whismur","39","walk","radio","hoenn ","10","5","5"
"whismur","42","walk","radio","hoenn ","10","13","13"
"whismur","42","walk","radio","hoenn ","10","13","13"
"whismur","45","walk","radio","hoenn ","10","13","13"
"whismur","45","walk","radio","hoenn ","10","15","15"
"whismur","17","walk","radio","hoenn ","10","16","16"
"whismur","17","walk","radio","hoenn ","10","17","17"
"whismur","20","walk","radio","hoenn ","10","23","23"
"whismur","20","walk","radio","hoenn ","10","23","23"
"whismur","30","walk","radio","hoenn ","10","30","30"
"whismur","30","walk","radio","hoenn ","10","25","25"
"whismur","31","walk","radio","hoenn ","10","3","3"
"whismur","31","walk","radio","hoenn ","10","3","3"
"whismur","32","walk","radio","hoenn ","10","8","8"
"whismur","32","walk","radio","hoenn ","10","10","10"
"whismur","33","walk","radio","hoenn ","10","8","8"
"whismur","33","walk","radio","hoenn ","10","10","10"
"whismur","263","walk","","","20","6","6"
"whismur","263","walk","","","20","7","7"
"whismur","263","walk","","","10","6","6"
"whismur","263","walk","","","10","6","6"
"whismur","263","walk","","","10","7","7"
"whismur","263","walk","","","10","7","7"
"whismur","263","walk","","","5","5","5"
"whismur","263","walk","","","5","8","8"
"whismur","263","walk","","","4","5","5"
"whismur","263","walk","","","4","8","8"
"whismur","263","walk","","","1","5","5"
"whismur","263","walk","","","1","8","8"
"whismur","286","walk","","","4","36","36"
"whismur","286","walk","","","1","36","36"
"whismur","313","walk","","","20","6","6"
"whismur","313","walk","","","10","7","7"
"whismur","345","walk","","","20","35","35"
"whismur","345","walk","","","10","36","36"
"whismur","345","walk","","","4","38","38"
"loudred","385","walk","radar","on ","10","40","40"
"loudred","385","walk","radar","on ","10","40","40"
"loudred","385","walk","radar","on ","1","40","40"
"loudred","385","walk","radar","on ","1","39","39"
"loudred","386","walk","radar","on ","10","40","40"
"loudred","386","walk","radar","on ","10","40","40"
"loudred","386","walk","radar","on ","1","40","40"
"loudred","386","walk","radar","on ","1","39","39"
"loudred","286","walk","","","10","40","40"
"loudred","345","walk","","","10","40","40"
"loudred","345","walk","","","5","38","38"
"loudred","345","walk","","","1","44","44"
"makuhita","506","walk","weather","cloudy","20","51","51"
"makuhita","506","walk","weather","rain","20","50","50"
"makuhita","225","walk","radio","hoenn ","10","5","5"
"makuhita","225","walk","radio","hoenn ","10","5","5"
"makuhita","226","walk","radio","hoenn ","10","7","7"
"makuhita","226","walk","radio","hoenn ","10","7","7"
"makuhita","227","walk","radio","hoenn ","10","22","22"
"makuhita","227","walk","radio","hoenn ","10","22","22"
"makuhita","209","walk","radio","hoenn ","10","7","7"
"makuhita","209","walk","radio","hoenn ","10","7","7"
"makuhita","210","walk","radio","hoenn ","10","19","19"
"makuhita","210","walk","radio","hoenn ","10","19","19"
"makuhita","234","walk","radio","hoenn ","10","24","24"
"makuhita","234","walk","radio","hoenn ","10","24","24"
"makuhita","235","walk","radio","hoenn ","10","24","24"
"makuhita","235","walk","radio","hoenn ","10","24","24"
"makuhita","237","walk","radio","hoenn ","10","24","24"
"makuhita","237","walk","radio","hoenn ","10","24","24"
"makuhita","239","walk","radio","hoenn ","10","25","25"
"makuhita","239","walk","radio","hoenn ","10","25","25"
"makuhita","167","walk","radio","hoenn ","10","14","14"
"makuhita","167","walk","radio","hoenn ","10","14","14"
"makuhita","168","walk","radio","hoenn ","10","15","15"
"makuhita","168","walk","radio","hoenn ","10","15","15"
"makuhita","169","walk","radio","hoenn ","10","31","31"
"makuhita","169","walk","radio","hoenn ","10","31","31"
"makuhita","170","walk","radio","hoenn ","10","16","16"
"makuhita","170","walk","radio","hoenn ","10","16","16"
"makuhita","161","walk","radio","hoenn ","10","22","22"
"makuhita","161","walk","radio","hoenn ","10","22","22"
"makuhita","162","walk","radio","hoenn ","10","22","22"
"makuhita","162","walk","radio","hoenn ","10","22","22"
"makuhita","163","walk","radio","hoenn ","10","23","23"
"makuhita","163","walk","radio","hoenn ","10","23","23"
"makuhita","164","walk","radio","hoenn ","10","23","23"
"makuhita","164","walk","radio","hoenn ","10","23","23"
"makuhita","157","walk","radio","hoenn ","10","2","2"
"makuhita","157","walk","radio","hoenn ","10","2","2"
"makuhita","158","walk","radio","hoenn ","10","25","25"
"makuhita","158","walk","radio","hoenn ","10","25","25"
"makuhita","46","walk","radio","hoenn ","10","30","30"
"makuhita","46","walk","radio","hoenn ","10","32","32"
"makuhita","47","walk","radio","hoenn ","10","32","32"
"makuhita","47","walk","radio","hoenn ","10","34","34"
"makuhita","48","walk","radio","hoenn ","10","33","33"
"makuhita","48","walk","radio","hoenn ","10","35","35"
"makuhita","49","walk","radio","hoenn ","10","34","34"
"makuhita","49","walk","radio","hoenn ","10","36","36"
"makuhita","50","walk","radio","hoenn ","10","38","38"
"makuhita","50","walk","radio","hoenn ","10","38","38"
"makuhita","171","walk","radio","hoenn ","10","48","48"
"makuhita","171","walk","radio","hoenn ","10","47","47"
"makuhita","172","walk","radio","hoenn ","10","48","48"
"makuhita","172","walk","radio","hoenn ","10","50","50"
"makuhita","173","walk","radio","hoenn ","10","47","47"
"makuhita","173","walk","radio","hoenn ","10","47","47"
"makuhita","202","walk","radio","hoenn ","10","19","19"
"makuhita","202","walk","radio","hoenn ","10","20","20"
"makuhita","175","walk","radio","hoenn ","10","43","43"
"makuhita","175","walk","radio","hoenn ","10","43","43"
"makuhita","176","walk","radio","hoenn ","10","48","48"
"makuhita","176","walk","radio","hoenn ","10","48","48"
"makuhita","177","walk","radio","hoenn ","10","48","48"
"makuhita","177","walk","radio","hoenn ","10","47","47"
"makuhita","178","walk","radio","hoenn ","10","47","47"
"makuhita","178","walk","radio","hoenn ","10","47","47"
"makuhita","8","walk","radio","hoenn ","10","8","8"
"makuhita","8","walk","radio","hoenn ","10","8","8"
"makuhita","9","walk","radio","hoenn ","10","8","8"
"makuhita","9","walk","radio","hoenn ","10","8","8"
"makuhita","13","walk","radio","hoenn ","10","12","12"
"makuhita","13","walk","radio","hoenn ","10","12","12"
"makuhita","14","walk","radio","hoenn ","10","16","16"
"makuhita","14","walk","radio","hoenn ","10","16","16"
"makuhita","56","walk","radio","hoenn ","10","33","33"
"makuhita","56","walk","radio","hoenn ","10","33","33"
"makuhita","224","walk","radio","hoenn ","10","22","22"
"makuhita","224","walk","radio","hoenn ","10","22","22"
"makuhita","5","walk","radio","hoenn ","10","19","19"
"makuhita","5","walk","radio","hoenn ","10","19","19"
"makuhita","57","walk","radio","hoenn ","10","33","33"
"makuhita","57","walk","radio","hoenn ","10","33","33"
"makuhita","58","walk","radio","hoenn ","10","33","33"
"makuhita","58","walk","radio","hoenn ","10","33","33"
"makuhita","51","walk","radio","hoenn ","10","40","40"
"makuhita","51","walk","radio","hoenn ","10","39","39"
"makuhita","52","walk","radio","hoenn ","10","41","41"
"makuhita","52","walk","radio","hoenn ","10","42","42"
"makuhita","53","walk","radio","hoenn ","10","45","45"
"makuhita","53","walk","radio","hoenn ","10","45","45"
"makuhita","264","walk","","","20","8","8"
"makuhita","264","walk","","","10","7","7"
"makuhita","264","walk","","","10","9","9"
"makuhita","264","walk","","","5","10","10"
"makuhita","264","walk","","","5","6","6"
"makuhita","265","walk","","","5","10","10"
"makuhita","265","walk","","","5","11","11"
"makuhita","267","walk","","","20","8","8"
"makuhita","267","walk","","","10","7","7"
"makuhita","267","walk","","","10","9","9"
"makuhita","267","walk","","","5","10","10"
"makuhita","267","walk","","","5","6","6"
"makuhita","286","walk","","","10","36","36"
"hariyama","286","walk","","","20","40","40"
"hariyama","286","walk","","","5","38","38"
"hariyama","287","walk","","","20","40","40"
"hariyama","287","walk","","","10","38","38"
"hariyama","287","walk","","","5","42","42"
"azurill","395","walk","","","1","24","24"
"azurill","396","walk","","","1","24","24"
"azurill","397","walk","","","1","22","22"
"azurill","398","walk","","","1","22","22"
"azurill","399","walk","item","damp rock","4","20","20"
"azurill","399","walk","item","tm49","4","20","20"
"azurill","399","walk","item","harbor mail","4","20","20"
"azurill","399","walk","item","net ball","4","20","20"
"azurill","399","walk","item","tm31","4","20","20"
"azurill","399","walk","","","1","20","20"
"azurill","400","walk","","","1","20","20"
"nosepass","382","walk","","","5","18","18"
"nosepass","383","walk","","","5","37","37"
"nosepass","384","walk","","","5","37","37"
"nosepass","385","walk","","","5","38","38"
"nosepass","386","walk","","","5","38","38"
"nosepass","387","walk","","","5","37","37"
"nosepass","388","walk","","","5","37","37"
"nosepass","389","walk","","","5","37","37"
"nosepass","390","walk","","","5","37","37"
"nosepass","391","walk","","","5","37","37"
"nosepass","392","walk","","","5","33","33"
"nosepass","393","walk","","","5","14","14"
"nosepass","394","walk","","","5","33","33"
"nosepass","481","walk","weather","cloudy","20","14","14"
"nosepass","481","walk","weather","rain","20","14","14"
"nosepass","266","rock","","","30","10","20"
"skitty","504","walk","weather","cloudy","20","40","40"
"skitty","504","walk","weather","sunny","20","40","40"
"skitty","313","walk","","","1","7","7"
"skitty","313","walk","","","1","8","8"
"sableye","452","walk","item","micle berry","4","31","31"
"sableye","452","walk","item","grepa berry","4","33","33"
"sableye","453","walk","item","tm61","4","31","31"
"sableye","453","walk","item","passho berry","4","33","33"
"sableye","454","walk","item","zoom lens","4","31","31"
"sableye","454","walk","item","super potion","4","33","33"
"sableye","455","walk","item","custap berry","4","32","32"
"sableye","455","walk","item","rainbow wing","4","34","34"
"sableye","456","walk","item","babiri berry","4","32","32"
"sableye","456","walk","item","repel","4","34","34"
"sableye","45","walk","weather","sunny","20","13","13"
"sableye","45","walk","weather","rain","20","15","15"
"sableye","265","walk","","","4","10","10"
"sableye","265","walk","","","4","10","10"
"sableye","265","walk","","","1","9","9"
"sableye","265","walk","","","1","11","11"
"sableye","266","walk","","","5","10","10"
"sableye","266","walk","","","5","11","11"
"sableye","266","walk","","","4","12","12"
"sableye","266","walk","","","4","10","10"
"sableye","266","walk","","","1","12","12"
"sableye","266","walk","","","1","10","10"
"sableye","281","walk","","","10","30","30"
"sableye","281","walk","","","10","32","32"
"sableye","281","walk","","","10","34","34"
"sableye","282","walk","","","10","30","30"
"sableye","282","walk","","","10","32","32"
"sableye","282","walk","","","10","34","34"
"sableye","283","walk","","","10","30","30"
"sableye","283","walk","","","10","32","32"
"sableye","283","walk","","","10","34","34"
"sableye","284","walk","","","10","30","30"
"sableye","284","walk","","","10","32","32"
"sableye","284","walk","","","10","34","34"
"sableye","288","walk","","","20","40","40"
"sableye","288","walk","","","10","42","42"
"sableye","288","walk","","","5","44","44"
"sableye","294","walk","","","20","48","48"
"sableye","294","walk","","","10","50","50"
"sableye","295","walk","","","20","51","51"
"sableye","295","walk","","","10","53","53"
"sableye","296","walk","","","20","54","54"
"sableye","296","walk","","","10","56","56"
"mawile","452","walk","item","fab mail","4","31","31"
"mawile","452","walk","item","tm86","4","33","33"
"mawile","453","walk","item","tm10","4","31","31"
"mawile","453","walk","item","data card 15","4","33","33"
"mawile","454","walk","item","mysticticket","4","31","31"
"mawile","454","walk","item","shoal salt","4","33","33"
"mawile","455","walk","item","pp up","4","32","32"
"mawile","455","walk","item","clear bell","4","34","34"
"mawile","456","walk","item","tm52","4","32","32"
"mawile","456","walk","item","razor fang","4","34","34"
"mawile","45","walk","weather","snow","20","13","13"
"mawile","45","walk","weather","sunny","20","15","15"
"mawile","265","walk","","","4","10","10"
"mawile","265","walk","","","4","10","10"
"mawile","265","walk","","","1","9","9"
"mawile","265","walk","","","1","11","11"
"mawile","266","walk","","","5","10","10"
"mawile","266","walk","","","5","11","11"
"mawile","266","walk","","","4","12","12"
"mawile","266","walk","","","4","10","10"
"mawile","266","walk","","","1","12","12"
"mawile","266","walk","","","1","10","10"
"mawile","281","walk","","","10","30","30"
"mawile","281","walk","","","10","32","32"
"mawile","281","walk","","","10","34","34"
"mawile","282","walk","","","10","30","30"
"mawile","282","walk","","","10","32","32"
"mawile","282","walk","","","10","34","34"
"mawile","283","walk","","","10","30","30"
"mawile","283","walk","","","10","32","32"
"mawile","283","walk","","","10","34","34"
"mawile","284","walk","","","10","30","30"
"mawile","284","walk","","","10","32","32"
"mawile","284","walk","","","10","34","34"
"mawile","287","walk","","","4","38","38"
"mawile","287","walk","","","1","38","38"
"mawile","288","walk","","","20","40","40"
"mawile","288","walk","","","10","42","42"
"mawile","288","walk","","","5","44","44"
"mawile","294","walk","","","20","48","48"
"mawile","294","walk","","","10","50","50"
"mawile","295","walk","","","20","51","51"
"mawile","295","walk","","","10","53","53"
"mawile","296","walk","","","20","54","54"
"mawile","296","walk","","","10","56","56"
"aron","381","walk","radar","on ","10","29","29"
"aron","381","walk","radar","on ","10","29","29"
"aron","381","walk","radar","on ","1","30","30"
"aron","381","walk","radar","on ","1","30","30"
"aron","265","walk","","","20","10","10"
"aron","265","walk","","","10","9","9"
"aron","265","walk","","","10","11","11"
"aron","266","walk","","","20","11","11"
"aron","266","walk","","","10","10","10"
"aron","266","walk","","","10","12","12"
"aron","267","walk","","","4","7","7"
"aron","267","walk","","","4","8","8"
"aron","267","walk","","","1","7","7"
"aron","267","walk","","","1","8","8"
"aron","286","walk","","","4","36","36"
"aron","286","walk","","","1","36","36"
"lairon","286","walk","","","10","40","40"
"lairon","287","walk","","","10","40","40"
"lairon","287","walk","","","4","42","42"
"lairon","287","walk","","","1","42","42"
"lairon","288","walk","","","10","40","40"
"lairon","288","walk","","","4","42","42"
"lairon","288","walk","","","1","44","44"
"meditite","382","walk","","","10","15","15"
"meditite","392","walk","","","20","31","31"
"meditite","392","walk","","","4","32","32"
"meditite","392","walk","","","1","32","32"
"meditite","393","walk","","","20","13","13"
"meditite","393","walk","item","friend ball","4","14","14"
"meditite","393","walk","item","expert belt","4","14","14"
"meditite","393","walk","item","tm74","4","14","14"
"meditite","393","walk","item","rowap berry","4","14","14"
"meditite","393","walk","item","hm08","4","14","14"
"meditite","393","walk","","","1","14","14"
"meditite","394","walk","","","20","31","31"
"meditite","394","walk","","","4","32","32"
"meditite","394","walk","","","1","32","32"
"meditite","473","walk","time","morning ","10","35","35"
"meditite","473","walk","time","day ","10","35","35"
"meditite","483","walk","time","morning ","10","16","16"
"meditite","483","walk","time","day ","10","16","16"
"meditite","483","walk","radar","off ","10","17","17"
"meditite","491","walk","time","morning ","10","24","24"
"meditite","491","walk","time","day ","10","24","24"
"meditite","491","walk","radar","off ","10","25","25"
"meditite","491","walk","","","5","25","25"
"meditite","491","walk","item","tm18","4","26","26"
"meditite","491","walk","item","kasib berry","4","26","26"
"meditite","491","walk","item","tm83","4","26","26"
"meditite","491","walk","item","mystic water","4","26","26"
"meditite","491","walk","radar","off ","1","26","26"
"meditite","492","walk","","","20","13","13"
"meditite","492","walk","time","morning ","10","12","12"
"meditite","492","walk","time","day ","10","12","12"
"meditite","492","walk","item","dome fossil","4","14","14"
"meditite","492","walk","item","tm81","4","14","14"
"meditite","492","walk","item","dubious disc","4","14","14"
"meditite","492","walk","item","carbos","4","14","14"
"meditite","492","walk","item","star piece","4","14","14"
"meditite","492","walk","radar","off ","1","14","14"
"meditite","493","walk","","","20","27","27"
"meditite","493","walk","radar","off ","10","28","28"
"meditite","493","walk","item","helix fossil","4","28","28"
"meditite","493","walk","item","pp max","4","28","28"
"meditite","493","walk","item","amulet coin","4","28","28"
"meditite","493","walk","item","big root","4","28","28"
"meditite","493","walk","item","scanner","4","28","28"
"meditite","493","walk","radar","off ","1","28","28"
"meditite","499","walk","time","morning ","10","33","33"
"meditite","499","walk","time","day ","10","33","33"
"meditite","499","walk","radar","off ","10","34","34"
"meditite","500","walk","time","morning ","10","35","35"
"meditite","500","walk","time","day ","10","35","35"
"meditite","211","walk","radio","sinnoh ","10","5","5"
"meditite","211","walk","radio","sinnoh ","10","5","5"
"meditite","212","walk","radio","sinnoh ","10","5","5"
"meditite","212","walk","radio","sinnoh ","10","5","5"
"meditite","150","walk","radio","sinnoh ","10","15","15"
"meditite","150","walk","radio","sinnoh ","10","15","15"
"meditite","151","walk","radio","sinnoh ","10","16","16"
"meditite","151","walk","radio","sinnoh ","10","16","16"
"meditite","213","walk","radio","sinnoh ","10","22","22"
"meditite","213","walk","radio","sinnoh ","10","22","22"
"meditite","214","walk","radio","sinnoh ","10","22","22"
"meditite","214","walk","radio","sinnoh ","10","22","22"
"meditite","215","walk","radio","sinnoh ","10","22","22"
"meditite","215","walk","radio","sinnoh ","10","22","22"
"meditite","216","walk","radio","sinnoh ","10","22","22"
"meditite","216","walk","radio","sinnoh ","10","22","22"
"meditite","217","walk","radio","sinnoh ","10","22","22"
"meditite","217","walk","radio","sinnoh ","10","22","22"
"meditite","218","walk","radio","sinnoh ","10","22","22"
"meditite","218","walk","radio","sinnoh ","10","22","22"
"meditite","219","walk","radio","sinnoh ","10","22","22"
"meditite","219","walk","radio","sinnoh ","10","22","22"
"meditite","220","walk","radio","sinnoh ","10","22","22"
"meditite","220","walk","radio","sinnoh ","10","22","22"
"meditite","221","walk","radio","sinnoh ","10","22","22"
"meditite","221","walk","radio","sinnoh ","10","22","22"
"meditite","277","walk","","","20","27","27"
"meditite","277","walk","","","10","29","29"
"meditite","287","walk","","","4","38","38"
"meditite","287","walk","","","1","38","38"
"medicham","383","walk","","","10","37","37"
"medicham","384","walk","","","10","37","37"
"medicham","385","walk","time","morning ","10","39","39"
"medicham","385","walk","time","day ","10","39","39"
"medicham","385","walk","radar","off ","10","40","40"
"medicham","386","walk","time","morning ","10","39","39"
"medicham","386","walk","time","day ","10","39","39"
"medicham","386","walk","radar","off ","10","40","40"
"medicham","387","walk","","","10","39","39"
"medicham","388","walk","","","10","39","39"
"medicham","389","walk","","","10","41","41"
"medicham","390","walk","","","10","41","41"
"medicham","391","walk","","","10","40","40"
"medicham","419","walk","","","10","45","45"
"medicham","419","walk","","","4","46","46"
"medicham","419","walk","","","1","44","44"
"medicham","420","walk","","","10","46","46"
"medicham","420","walk","","","4","47","47"
"medicham","420","walk","","","1","45","45"
"medicham","421","walk","","","10","45","45"
"medicham","421","walk","","","4","46","46"
"medicham","421","walk","","","1","44","44"
"medicham","422","walk","","","10","51","51"
"medicham","422","walk","","","4","52","52"
"medicham","422","walk","","","1","50","50"
"medicham","423","walk","","","10","51","51"
"medicham","423","walk","","","4","52","52"
"medicham","423","walk","","","1","50","50"
"medicham","424","walk","","","10","51","51"
"medicham","424","walk","","","4","52","52"
"medicham","424","walk","","","1","50","50"
"medicham","473","walk","radar","off ","10","35","35"
